ID,Probability
48786,0.25772126653373706
53074,0.14243127832987515
11758,0.5360995484410314
49289,0.9702348662227678
56787,0.53654554448895
27135,0.4938504636364179
1222,0.20659287084771566
45631,0.23348546916204854
29686,0.4266380933470924
71663,0.4446504337971548
68721,0.8487949057944734
37270,0.5507211042230556
42999,0.86944218431662
48467,0.9336478211302269
4262,0.9259881477503137
37193,0.8742922428878359
71073,0.6185076100874812
56558,0.6104094563821361
45027,0.9195940176577854
50873,0.5540637629661951
28769,0.24148081008305478
2073,0.7658250690143521
23909,0.14153938492592172
28823,0.21665455517791415
67790,0.9033906632854604
49280,0.37194496102087954
16050,0.5069911005388075
60387,0.9530455951266282
56952,0.794414263237455
57836,0.2271783390317311
22336,0.8993033799704989
50057,0.19484906610865813
24013,0.42261231259868076
62761,0.9508061043244239
33105,0.1387375242642675
71187,0.17431094528497096
64875,0.8748684627845682
38818,0.8784013282047721
23810,0.18989651687787984
13104,0.6190988165111636
6189,0.17281349516505234
45980,0.2974108750957445
354,0.49850539556601414
17029,0.5724034292160741
25414,0.8518574774664963
26109,0.4586978772704089
23970,0.25622918478889795
54650,0.2103720168179245
65217,0.661769607089873
72792,0.17894367912663625
41345,0.2857665957708754
52812,0.6157640017928688
4258,0.5301286609495995
14040,0.7535997421733773
4515,0.7958126825714501
38851,0.6360737710430899
41855,0.8941472696384131
5193,0.49758716784399204
18821,0.13712467361135858
14537,0.8238260394468886
48016,0.9430757319710803
59936,0.2614649701602038
4354,0.5579232451576847
65690,0.931645080249003
43097,0.42224669808705084
31901,0.9719223084442346
18398,0.6593278125858771
68056,0.26221260236105565
15085,0.9340927665554432
8706,0.8129450512990446
58770,0.36117754120770007
31822,0.21387357231085496
7764,0.12916963220504774
18924,0.436797423904331
39433,0.4696889672626573
72345,0.09786431310636479
55266,0.6269715740291271
69248,0.20624663807885188
70011,0.3903114564439574
11196,0.24914672208011301
60355,0.5036707457045183
49727,0.7059838136000355
63190,0.5990324871206941
42268,0.5298877175713327
43540,0.5055043995130795
21222,0.44679605346573825
60269,0.7427047611800156
28319,0.8122245968852184
45100,0.944684199707399
63037,0.6005679439477266
49710,0.14428366376748486
56489,0.9031970170110368
49983,0.9337922390461779
57826,0.2244951732816467
71061,0.3627370740422624
63914,0.9446545061201228
7059,0.5785591545915822
16666,0.3755508503724523
3562,0.8966987366465531
52418,0.2159661489365439
41683,0.3723344420704951
27787,0.838882471335184
67576,0.8372317920801978
25649,0.8922208870746243
33449,0.25874282393956527
36452,0.9313979821986668
55875,0.6473177381450559
41085,0.5373709401382899
44000,0.8722879064759436
51664,0.22261618391275442
15714,0.1549645646537278
7493,0.8661582270818317
69773,0.785579939331355
70477,0.5166540862143044
731,0.7766990768300399
27458,0.24666102627385952
53110,0.46198243962581215
34018,0.7167426906322916
56895,0.6458954020203298
20973,0.15889449843919845
47526,0.28586330240625074
12178,0.3596430420858857
27599,0.39270723272687147
34458,0.18025068451185822
43533,0.2858769454670418
62162,0.6375987545987979
31288,0.15110094864675425
65912,0.9795417065548119
27488,0.8355007614213225
6910,0.5982005526690464
51038,0.832563297287849
36195,0.35967965431089083
28572,0.86623811021203
69430,0.635367817053759
66384,0.7833824043719679
25621,0.3062105865935386
54278,0.3220770777961521
18811,0.9027475796535062
21534,0.8084239012416092
4011,0.5238987856886738
46229,0.6093816625506665
63053,0.7979028397990222
41153,0.4715038398516853
10269,0.35188497299232147
16959,0.8718434584520522
48335,0.9178505933320273
40947,0.5494107908965875
35556,0.3490159091227925
35625,0.8110755942067861
31277,0.7873248973040852
62379,0.9425475024982395
44055,0.18967380173533344
41,0.2619607538075485
23092,0.34620988920940016
69916,0.46387850245046885
62836,0.2619909874498126
13410,0.9744382812202416
46427,0.867796306648924
12358,0.35974543067455467
57176,0.8299854324006848
66871,0.5653335388416199
45069,0.40977866343406866
23250,0.7389473038359932
38820,0.5443631559086556
14756,0.3933094542637704
13162,0.9522817958875714
47393,0.6335806722940591
55963,0.3410264384890227
23103,0.6313423228689825
52501,0.16762735304596496
56066,0.18759071077226327
70951,0.6203600974360558
17701,0.6800802059360502
72935,0.8195214651757077
21618,0.21509010118487776
51660,0.6353352660117895
46710,0.29143564606538497
55338,0.8001152382625477
40037,0.032050961804559394
17785,0.3354530622414053
64511,0.6263540672808954
54688,0.33665240847878414
65020,0.4812085900741253
51183,0.46274231899920454
994,0.15869464145091566
41491,0.8917578274361104
13263,0.1834947456367068
43697,0.15091604147054102
31885,0.4162971337514884
64826,0.9268267660337413
69009,0.14351105239838907
19044,0.8734173315120709
27703,0.5519400889973742
18167,0.2208430978080409
27751,0.3480485950310549
4659,0.4337303767299576
7880,0.6917731778095786
21858,0.272603492499232
15824,0.2454806358004465
62502,0.30216547432936847
24486,0.2562801388275597
13924,0.6723317982100425
49458,0.6687282677509043
4491,0.3636294171404118
44581,0.9123859604914268
46424,0.27060120951660527
20291,0.3334774537126712
45736,0.5401258903068407
23965,0.1517103569298165
69538,0.8481790419637275
34472,0.6836891666047756
60316,0.16395635796865238
56134,0.9385803776394969
38289,0.9487744856497315
14698,0.47622183494901055
65244,0.23968333760387495
34977,0.14429844480833748
38174,0.5523171601672472
61063,0.9455491806012238
51225,0.4697595646855164
18691,0.9641765497670828
71232,0.2724737203081506
68280,0.3314760751508372
32023,0.675078445769548
30335,0.37070156046385005
35877,0.2644728063143217
43035,0.22724981821155263
17512,0.5939004439279387
34571,0.20852605913075373
68773,0.36997220837732786
52532,0.9380237322941262
43210,0.8826909957411595
18568,0.28445553012133806
43905,0.3186501576740557
4704,0.7630794079027163
60535,0.450850775588857
12598,0.51915219160848
22592,0.339176605966937
71692,0.39843539300557185
28509,0.5882843231822658
48429,0.2761733533895273
72655,0.9103076937618723
23192,0.3897208920281727
29366,0.36033918735706744
72226,0.26330999626252555
43235,0.6536421823038158
32194,0.3845910584143167
10486,0.8878550981173144
40285,0.5565574895273436
57629,0.6354676724952436
31762,0.21745715539320248
56692,0.1900620835534477
31040,0.16029587589714483
25257,0.4946860580267151
50206,0.23838844684587965
67343,0.28697280059849894
1400,0.5691329134823998
42094,0.7521962658118688
32966,0.18509673087907208
25538,0.09653837816361392
13803,0.9237761191386166
23424,0.5771191803222032
14647,0.4015945372945419
13136,0.2256366374679596
68467,0.32187052445153613
11831,0.49438852408642425
71145,0.24427849854024275
58182,0.5115289937354657
55297,0.9273222172522696
22576,0.5770532318355875
6729,0.37801221221378484
35049,0.2641869754367666
68993,0.33179947509167496
39521,0.32517882291838124
1785,0.34155415285562
1636,0.16835936444659988
21645,0.7294505056713679
63045,0.2562174339371661
72827,0.4218976994754967
63619,0.42196347798200956
32444,0.916648447258315
72799,0.2946213719658777
61072,0.5300840259156048
61143,0.0986282818267341
26982,0.9070066268375213
51680,0.9641543298452465
54215,0.3197458251374097
44389,0.45652412069991805
914,0.8279807501786581
38040,0.26167796597509513
20736,0.6851420831042749
9857,0.857168941530676
10035,0.788806520474711
48709,0.9087976100355858
15934,0.807307712718106
47730,0.26993306434622377
61002,0.3600648458499335
53515,0.3973637083839592
7714,0.35352510363099665
34338,0.830601695801961
8309,0.5932022970812446
45434,0.25403882283476253
55792,0.3888803171808556
34143,0.18550773938605067
23024,0.2756488692005525
1731,0.8592490327217774
4403,0.28524770383179987
69495,0.11065618509371357
10381,0.27911193809971135
25909,0.8131466643993501
67278,0.5795134697038965
28038,0.6636419616632963
40076,0.19009352428361262
31470,0.8947859215344626
25000,0.5776229520721695
59760,0.4727174085768293
47980,0.5078779094103517
38317,0.9291069499295164
62197,0.8825414715840202
71208,0.9551364359497548
44315,0.5512390726316952
28075,0.26837966571641175
56340,0.9191056193085191
29692,0.28309921475057004
49814,0.8966194094290004
33082,0.18103553348407023
16360,0.9561593898175176
51228,0.214189222233879
36948,0.8780152235248896
31383,0.7922775357377986
57016,0.19622294198091156
12518,0.101815509203673
48946,0.8938071288102335
44984,0.8717640971722765
33649,0.3271260412629658
38961,0.13452969021418978
51033,0.4052448637895088
1321,0.4918160747167852
2987,0.9093983425070792
24539,0.27514438972865574
72161,0.284796884861419
56837,0.788593186452824
54873,0.8237322226427436
53998,0.3983269724230936
40969,0.19403823552179672
2819,0.3442136780788356
42903,0.44288442879691464
51646,0.9055406442545766
29381,0.29052336339690105
46801,0.6550984768941265
32776,0.23184501126038834
27259,0.5466025786704632
24515,0.6883124881156629
42510,0.6177499794704246
47482,0.13588536255878347
15320,0.0912681408661535
64877,0.6462155961303412
20824,0.2554754994992015
15217,0.7767188163147711
33032,0.11172918007287724
44980,0.48680236936195626
22324,0.26009986709901783
16179,0.15339786535272856
20968,0.931771502885629
56958,0.9101001126593108
14521,0.9491543741930865
64783,0.17436768307079242
64992,0.7246381615027921
64908,0.7896444286881318
58609,0.722675333808237
46126,0.13019365179811654
3885,0.525066598202199
64831,0.2170051031962235
18254,0.9044333150458116
51503,0.913709261180652
40389,0.7208376665341738
56189,0.820054402692974
53277,0.8547809505412086
57340,0.9454900260057968
12662,0.6760293503420928
66471,0.6452915318261127
37029,0.449533064149208
39760,0.2338471589360842
13487,0.48325686619155817
70047,0.5176723993150529
29227,0.5212506808103812
31565,0.6791547665565997
25815,0.17190478014062088
46700,0.25328149992220594
9967,0.6649160986938206
71058,0.7432542725815209
53288,0.3224652957995758
15560,0.8723656611333638
39314,0.8602233682899966
72280,0.908668639882542
70119,0.9443127328069458
42298,0.2629131685046501
14310,0.2322164973912886
56146,0.9358118988600472
9894,0.2645725425907093
70603,0.6413349145913964
45098,0.2550585204473969
65109,0.9249324117200505
34765,0.10115011494318311
11863,0.5241560846639862
26440,0.7630586782274775
15643,0.3610258004977654
66148,0.37820289550298397
32211,0.4996388773006959
22884,0.07055847570668988
5565,0.3098985014254467
29745,0.9130383865115069
59251,0.5050844492238115
58569,0.834028416780251
32802,0.4525657636814037
11995,0.15185264394043127
32368,0.45590739764553956
42761,0.8729082223463346
55457,0.18056624493557816
8594,0.8502471636183425
66569,0.16185048287899165
72965,0.3075173272667606
